1766220563, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220614, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220615, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220615, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220615, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220615, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220615, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
46 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220616, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220616, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220616, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220616, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220617, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220617, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220617, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220617, 45 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
45 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220618, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220618, 35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220618, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220618, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220619, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220619, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220619, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220619, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220620, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220620, 21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220620, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220620, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220620, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
12 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220621, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220621, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220621, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220621, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220622, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220622, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220622, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
5 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220622, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220623, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220623, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
11 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220623, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220624, 3 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
1 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220624, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220625, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220626, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220626, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220627, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220627, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220628, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220628, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220628, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220628, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220629, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220629, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220629, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220629, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220630, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220630, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220630, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220630, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220631, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220631, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220631, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220631, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220631, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220632, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220632, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220632, 42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220632, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220633, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
12 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220633, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220633, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220633, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220634, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220634, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220634, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
45 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220634, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220635, 15 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220635, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220635, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220635, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220636, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220636, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220636, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220636, 32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220636, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220637, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220637, 33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220637, 35 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220638, 47 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220638, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220638, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220639, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220639, 16 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220639, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220639, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220640, 37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220640, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220640, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220640, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220640, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220641, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220641, 31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220641, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
